subject,survey,order,judgment,item,condition,zscores,dependency,island,structure,distance
A3KCUB6P3IE8NL,2.2,53,7,F.31.G,F.31.G,1.303890729,filler,filler,filler,filler
A3LBJ8DCJB86TD,2.2,53,6,F.31.G,F.31.G,1.638240177,filler,filler,filler,filler
A3MZ9RQJX9T656,2.4,38,7,F.31.G,F.31.G,1.90640426,filler,filler,filler,filler
A3Q45OPFL3R49,2.4,38,7,F.31.G,F.31.G,1.331591048,filler,filler,filler,filler
A3RLCGRXA34GC0,2.3,40,6,F.31.G,F.31.G,1.206064915,filler,filler,filler,filler
A3S5L3I8O3Q2G,2.2,53,7,F.31.G,F.31.G,1.488707631,filler,filler,filler,filler
A3T3JF9YX6ICL7,2.4,38,7,F.31.G,F.31.G,1.416264946,filler,filler,filler,filler
A9AYICE1E4D87,2.3,40,7,F.31.G,F.31.G,1.104276532,filler,filler,filler,filler
AD317NO9623GZ,2.2,53,7,F.31.G,F.31.G,0.975150885,filler,filler,filler,filler
ADQKTG5B8ZW1G,2.3,40,7,F.31.G,F.31.G,1.577995649,filler,filler,filler,filler
AGST3CO6UUSF8,2.1,25,7,F.31.G,F.31.G,1.399404635,filler,filler,filler,filler
AIR4UQNPIMFCJ,2.4,38,7,F.31.G,F.31.G,1.077640013,filler,filler,filler,filler
AJVHIAAVCY4HI,2.2,53,6,F.31.G,F.31.G,0.905274114,filler,filler,filler,filler
AKG7VBOY97HKA,2.4,38,7,F.31.G,F.31.G,1.069225534,filler,filler,filler,filler
AO7FM98CP90CL,2.3,40,7,F.31.G,F.31.G,1.361268064,filler,filler,filler,filler
APGX2WZ59OWDN,2.1,25,7,F.31.G,F.31.G,1.479598939,filler,filler,filler,filler
APWXTMJO1I1ST,2.1,25,7,F.31.G,F.31.G,2.504950719,filler,filler,filler,filler
AYG3MF094634L,2.2,53,7,F.31.G,F.31.G,1.212204339,filler,filler,filler,filler
A1159C6RKPZURE,3.3,43,6,F.31.G,F.31.G,1.052265192,filler,filler,filler,filler
A13E3C65NKK51I,3.3,43,7,F.31.G,F.31.G,1.988476663,filler,filler,filler,filler
A1650FELH3UL2F,3.1,16,7,F.31.G,F.31.G,1.47746839,filler,filler,filler,filler
A18ACKRAVMM8D8,3.3,43,7,F.31.G,F.31.G,1.33139887,filler,filler,filler,filler
A19P3BIPW6UMQ9,3.4,29,7,F.31.G,F.31.G,2.381957781,filler,filler,filler,filler
A1A7O3TW2O0TPM,3.3,43,7,F.31.G,F.31.G,1.495399971,filler,filler,filler,filler
A1D6R2BC4CW1L3,3.1,16,7,F.31.G,F.31.G,1.471063448,filler,filler,filler,filler
A1EWQ6YCM8CO0E,3.1,16,7,F.31.G,F.31.G,1.355781611,filler,filler,filler,filler
A1NK6UXWXKFMC7,3.3,43,7,F.31.G,F.31.G,1.016349858,filler,filler,filler,filler
A1PV8FC3TVZ4Y4,3.1,16,7,F.31.G,F.31.G,1.214807343,filler,filler,filler,filler
A1R7CJMWXC79UO,3.4,29,6,F.31.G,F.31.G,1.007323898,filler,filler,filler,filler
A1WP410YX2JBKI,3.3,43,7,F.31.G,F.31.G,1.56358508,filler,filler,filler,filler
A1YZJ7OO7Q2D89,3.1,16,7,F.31.G,F.31.G,1.651657059,filler,filler,filler,filler
A1ZM09IY4FG9O4,3.1,16,7,F.31.G,F.31.G,1.076182366,filler,filler,filler,filler
A231ZXYHPSNUJQ,3.3,43,7,F.31.G,F.31.G,1.743361379,filler,filler,filler,filler
A24853ZOYPYMX5,3.1,16,7,F.31.G,F.31.G,1.009443119,filler,filler,filler,filler
A28GQ44QN9DIH1,3.3,43,7,F.31.G,F.31.G,1.509940123,filler,filler,filler,filler
A28JXW5YZJDNK4,3.4,29,7,F.31.G,F.31.G,1.174933277,filler,filler,filler,filler
A2AOII8TNC874D,3.1,16,7,F.31.G,F.31.G,1.357629405,filler,filler,filler,filler
A2HBQP668JPNYH,3.2,20,7,F.31.G,F.31.G,1.170294155,filler,filler,filler,filler
A2J7PEUIO2WVUN,3.3,43,7,F.31.G,F.31.G,1.026263369,filler,filler,filler,filler
A2NVNTNQ6KH6JR,3.4,29,7,F.31.G,F.31.G,1.100206015,filler,filler,filler,filler
A2OZTBCBOCHF9E,3.4,29,7,F.31.G,F.31.G,1.526660567,filler,filler,filler,filler
A2RDTTBASNV2XF,3.2,20,7,F.31.G,F.31.G,1.349357055,filler,filler,filler,filler
A2SHOFSQGLTOCE,3.2,20,7,F.31.G,F.31.G,1.70782873,filler,filler,filler,filler
A2ULSKF43PA60E,3.1,16,7,F.31.G,F.31.G,1.300597146,filler,filler,filler,filler
A2Z70GL7HTFFQR,3.1,16,6,F.31.G,F.31.G,0.852703911,filler,filler,filler,filler
A3209D1227UCYP,3.1,16,7,F.31.G,F.31.G,1.326609291,filler,filler,filler,filler
A32YLOYZB8WIAR,3.4,29,7,F.31.G,F.31.G,1.513028688,filler,filler,filler,filler
A36SM7QM8OK3H6,3.2,20,7,F.31.G,F.31.G,1.178178505,filler,filler,filler,filler
A38E9ET5TC41WD,3.4,29,7,F.31.G,F.31.G,1.484207819,filler,filler,filler,filler
A38QM2WVQ7O9MF,3.2,20,7,F.31.G,F.31.G,0.916459429,filler,filler,filler,filler
A3B6TW0WPGVR21,3.3,43,7,F.31.G,F.31.G,1.159321892,filler,filler,filler,filler
A3IA77UHAVA83X,3.2,20,7,F.31.G,F.31.G,1.077640013,filler,filler,filler,filler
A3O81LHBBI8NPK,3.2,20,7,F.31.G,F.31.G,1.271693478,filler,filler,filler,filler
A3Q0XAGQ7TD7MP,3.3,43,7,F.31.G,F.31.G,1.440314427,filler,filler,filler,filler
A3QXS3HZUA974I,3.1,16,7,F.31.G,F.31.G,1.396142796,filler,filler,filler,filler
A3UMKT8RU5J7DJ,3.1,16,7,F.31.G,F.31.G,1.51812471,filler,filler,filler,filler
A416CQ0FIDNFT,3.1,16,7,F.31.G,F.31.G,1.325456105,filler,filler,filler,filler
A6C4QNQZ1QTUG,3.4,29,7,F.31.G,F.31.G,1.137595613,filler,filler,filler,filler
A6IVYRP8FAIS,3.4,29,7,F.31.G,F.31.G,1.563524769,filler,filler,filler,filler
A80VSGAD9H8VE,3.4,29,7,F.31.G,F.31.G,1.154340866,filler,filler,filler,filler
ABQES53HKWCT6,3.2,20,7,F.31.G,F.31.G,0.869377114,filler,filler,filler,filler
AC8VAHNQWM5NR,3.3,43,7,F.31.G,F.31.G,1.490254669,filler,filler,filler,filler
ACOKFBC75D5OR,3.4,29,7,F.31.G,F.31.G,1.202663309,filler,filler,filler,filler
ADGWHP22G76ZI,3.4,29,6,F.31.G,F.31.G,0.877367156,filler,filler,filler,filler
ADQKTG5B8ZW1G,3.4,29,7,F.31.G,F.31.G,1.402909314,filler,filler,filler,filler
AHV4U78TUUDKI,3.4,29,6,F.31.G,F.31.G,2.244817275,filler,filler,filler,filler
AMN2BRHBYE4G1,3.3,43,7,F.31.G,F.31.G,0.908062682,filler,filler,filler,filler
AP2SSDSD7WRSG,3.2,20,7,F.31.G,F.31.G,1.152304844,filler,filler,filler,filler
APGX2WZ59OWDN,3.2,20,7,F.31.G,F.31.G,1.403820272,filler,filler,filler,filler
AQTC0A8TDXPXM,3.2,20,7,F.31.G,F.31.G,1.164123444,filler,filler,filler,filler
ARXVG4J18XJFE,3.3,43,7,F.31.G,F.31.G,1.127399026,filler,filler,filler,filler
AVU660SAWIUO0,3.2,20,7,F.31.G,F.31.G,1.422676476,filler,filler,filler,filler
AXOR2N1EAFVYF,3.2,20,7,F.31.G,F.31.G,1.551691595,filler,filler,filler,filler
A13BY3F6GEIW82,4.1,24,6,F.31.G,F.31.G,0.886636514,filler,filler,filler,filler
A149ROBL26JWPJ,4.2,21,6,F.31.G,F.31.G,1.273063099,filler,filler,filler,filler
A14U5M64AK4MAR,4.2,21,6,F.31.G,F.31.G,1.412427633,filler,filler,filler,filler
A162XXPF5DXJIF,4.1,24,7,F.31.G,F.31.G,1.153666541,filler,filler,filler,filler
A1835XBNR2UB4X,4.4,27,7,F.31.G,F.31.G,1.719978009,filler,filler,filler,filler
A18N2MIANG9MND,4.2,21,7,F.31.G,F.31.G,0.951548784,filler,filler,filler,filler
A19P3BIPW6UMQ9,4.1,24,6,F.31.G,F.31.G,1.595325625,filler,filler,filler,filler
A1CE3DR200PXSS,4.4,27,7,F.31.G,F.31.G,1.004529026,filler,filler,filler,filler
A1EWQ6YCM8CO0E,4.3,53,7,F.31.G,F.31.G,1.234473774,filler,filler,filler,filler
A1G308BMFISNUS,4.4,27,6,F.31.G,F.31.G,1.426844981,filler,filler,filler,filler
A1HAVPMOU2M5PY,4.2,21,7,F.31.G,F.31.G,1.206382127,filler,filler,filler,filler
A1LTRUIMP3O0HG,4.3,53,7,F.31.G,F.31.G,1.058425119,filler,filler,filler,filler
A1P8F5UBH6KAU2,4.1,24,7,F.31.G,F.31.G,1.738222561,filler,filler,filler,filler
A1Q8L9UA8SAPIQ,4.3,53,7,F.31.G,F.31.G,1.549830319,filler,filler,filler,filler
A1VVTOMG4O0TIE,4.4,27,7,F.31.G,F.31.G,1.172660576,filler,filler,filler,filler
A20A0EM29IJLSK,4.2,21,7,F.31.G,F.31.G,1.948840629,filler,filler,filler,filler
A233ONYNWKDIYF,4.1,24,7,F.31.G,F.31.G,1.964380491,filler,filler,filler,filler
A2GK8NS27GDFCZ,4.1,24,7,F.31.G,F.31.G,1.299067818,filler,filler,filler,filler
A2K9FAOBT66F3U,4.4,27,7,F.31.G,F.31.G,1.331333718,filler,filler,filler,filler
A2NRW37D7QPLRE,4.3,53,7,F.31.G,F.31.G,1.44823764,filler,filler,filler,filler
A2OZTBCBOCHF9E,4.1,24,7,F.31.G,F.31.G,1.957949786,filler,filler,filler,filler
A2PCVB3ZVRHUNW,4.1,24,7,F.31.G,F.31.G,2.06542615,filler,filler,filler,filler
A2UBXHCHM2I6IL,4.3,53,7,F.31.G,F.31.G,1.734454765,filler,filler,filler,filler
A2V6SYSAA0PML1,4.3,53,7,F.31.G,F.31.G,1.007676416,filler,filler,filler,filler
A2WWPL2YX6R0OU,4.1,24,7,F.31.G,F.31.G,1.149600502,filler,filler,filler,filler
A2Y0ZGI29KQBTB,4.4,27,7,F.31.G,F.31.G,0.994140065,filler,filler,filler,filler
A3209D1227UCYP,4.3,53,7,F.31.G,F.31.G,1.505602172,filler,filler,filler,filler
A35JKTPDAWB2NW,4.3,53,7,F.31.G,F.31.G,1.529123428,filler,filler,filler,filler
A35Z1QH3JQEZG6,4.2,21,7,F.31.G,F.31.G,1.608175296,filler,filler,filler,filler
A36SM7QM8OK3H6,4.3,53,7,F.31.G,F.31.G,1.391524831,filler,filler,filler,filler
A3BDSG50MR6TCK,4.1,24,7,F.31.G,F.31.G,1.367230113,filler,filler,filler,filler
A3E157ZN8XPUKJ,4.1,24,7,F.31.G,F.31.G,1.7066039,filler,filler,filler,filler
A3ER1TYH4WEDBH,4.2,21,7,F.31.G,F.31.G,1.210622872,filler,filler,filler,filler
A3F1BJR3QXSQE3,4.4,27,7,F.31.G,F.31.G,1.053373833,filler,filler,filler,filler
A3FWFXTCHEX9UM,4.3,53,7,F.31.G,F.31.G,0.997065614,filler,filler,filler,filler
A3G9MSZVWB7W42,4.4,27,6,F.31.G,F.31.G,1.185835476,filler,filler,filler,filler
A3I6HQOL7HCBGI,4.4,27,7,F.31.G,F.31.G,2.006005768,filler,filler,filler,filler
A3LAJ2WEBJQ391,4.4,27,7,F.31.G,F.31.G,1.356150096,filler,filler,filler,filler
A3MAIZOMVSHFZR,4.2,21,7,F.31.G,F.31.G,1.105904368,filler,filler,filler,filler
A3Q0XAGQ7TD7MP,4.2,21,7,F.31.G,F.31.G,1.385100294,filler,filler,filler,filler
A3QH1WW8XBIOC6,4.3,53,7,F.31.G,F.31.G,1.171290656,filler,filler,filler,filler
A3RTROKHB6J9B9,4.2,21,7,F.31.G,F.31.G,1.440990671,filler,filler,filler,filler
A3T7N659X3PGKV,4.4,27,7,F.31.G,F.31.G,1.500826229,filler,filler,filler,filler
A3X6N2OAY5XY8,4.3,53,6,F.31.G,F.31.G,1.188853956,filler,filler,filler,filler
A5IG6AWG6W638,4.3,53,7,F.31.G,F.31.G,1.110335933,filler,filler,filler,filler
A8KX1HFH8NE2Q,4.3,53,7,F.31.G,F.31.G,1.343128228,filler,filler,filler,filler
A9T5V1H64MQBM,4.2,21,7,F.31.G,F.31.G,1.91476432,filler,filler,filler,filler
ACZXP89TIXCUA,4.2,21,7,F.31.G,F.31.G,1.561644633,filler,filler,filler,filler
AFB9N61OMZXCX,4.1,24,7,F.31.G,F.31.G,1.158817131,filler,filler,filler,filler
AFUGKPIYU3OM0,4.2,21,7,F.31.G,F.31.G,1.521534609,filler,filler,filler,filler
AMN2BRHBYE4G1,4.4,27,7,F.31.G,F.31.G,1.058104189,filler,filler,filler,filler
APGX2WZ59OWDN,4.1,24,7,F.31.G,F.31.G,1.54585371,filler,filler,filler,filler
AQKIXZDKXCM7T,4.1,24,7,F.31.G,F.31.G,1.646740879,filler,filler,filler,filler
AQR70X1KIOP6B,4.4,27,6,F.31.G,F.31.G,1.693138171,filler,filler,filler,filler
ASLCXPPN9SV69,4.4,27,7,F.31.G,F.31.G,1.374794376,filler,filler,filler,filler
A15EZJS1DROADE,1.3,29,7,F.32.G,F.32.G,0.876087339,filler,filler,filler,filler
A1948V3S82RNX5,1.2,27,7,F.32.G,F.32.G,1.528157207,filler,filler,filler,filler
A19P3BIPW6UMQ9,1.2,27,7,F.32.G,F.32.G,2.316935333,filler,filler,filler,filler
A1BZDH1VJJK97V,1.1,34,7,F.32.G,F.32.G,1.207082656,filler,filler,filler,filler
A1CE3DR200PXSS,1.2,27,7,F.32.G,F.32.G,1.103220293,filler,filler,filler,filler
A1CM612SSQU5L,1.2,27,7,F.32.G,F.32.G,0.929138895,filler,filler,filler,filler
A1HAVPMOU2M5PY,1.4,28,7,F.32.G,F.32.G,1.2314092,filler,filler,filler,filler
A1J98D0GPAKZN4,1.4,28,3,F.32.G,F.32.G,0.015493569,filler,filler,filler,filler
A1K9WP8Q74E9G2,1.1,34,7,F.32.G,F.32.G,1.205642486,filler,filler,filler,filler
A1M852SY36DON7,1.3,29,7,F.32.G,F.32.G,1.023094047,filler,filler,filler,filler
A1MDT1W0O9A4H1,1.3,29,7,F.32.G,F.32.G,1.540165143,filler,filler,filler,filler
A1NK6UXWXKFMC7,1.1,34,7,F.32.G,F.32.G,0.973994365,filler,filler,filler,filler
A1QKX5CZJQONP,1.4,28,7,F.32.G,F.32.G,2.014626996,filler,filler,filler,filler
A1SQMNG9DFY7FH,1.3,29,7,F.32.G,F.32.G,1.67990464,filler,filler,filler,filler
A1THS7D4TNY4CR,1.3,29,6,F.32.G,F.32.G,1.53526255,filler,filler,filler,filler
A1VSHM4NLZ705D,1.4,28,7,F.32.G,F.32.G,1.309284524,filler,filler,filler,filler
A1WP410YX2JBKI,1.2,27,7,F.32.G,F.32.G,1.508315448,filler,filler,filler,filler
A233ONYNWKDIYF,1.4,28,7,F.32.G,F.32.G,1.725899206,filler,filler,filler,filler
A263S59PIYRBDO,1.3,29,7,F.32.G,F.32.G,1.639865143,filler,filler,filler,filler
A28JXW5YZJDNK4,1.2,27,7,F.32.G,F.32.G,1.331033325,filler,filler,filler,filler
A2GI2J0X6XKOPT,1.1,34,7,F.32.G,F.32.G,1.33272972,filler,filler,filler,filler
A2J7PEUIO2WVUN,1.2,27,7,F.32.G,F.32.G,1.018816695,filler,filler,filler,filler
A2M5VW97GIYLHB,1.2,27,7,F.32.G,F.32.G,1.892621137,filler,filler,filler,filler
A2NRW37D7QPLRE,1.4,28,7,F.32.G,F.32.G,1.383877081,filler,filler,filler,filler
A2OZYT2ECPT2XU,1.2,27,7,F.32.G,F.32.G,1.495334359,filler,filler,filler,filler
A2PCVB3ZVRHUNW,1.4,28,7,F.32.G,F.32.G,2.588388835,filler,filler,filler,filler
A2PQHWG79HDCX6,1.4,28,7,F.32.G,F.32.G,1.13263649,filler,filler,filler,filler
A2RDTTBASNV2XF,1.1,34,7,F.32.G,F.32.G,1.459003356,filler,filler,filler,filler
A2UZQ035V9POIA,1.1,34,7,F.32.G,F.32.G,1.134570052,filler,filler,filler,filler
A2WVRLFUYWHGKA,1.2,27,7,F.32.G,F.32.G,1.551238536,filler,filler,filler,filler
A2Y831RL41QACN,1.1,34,7,F.32.G,F.32.G,1.149203694,filler,filler,filler,filler
A3209D1227UCYP,1.2,27,7,F.32.G,F.32.G,1.133535976,filler,filler,filler,filler
A32FEQZPN9GQ2L,1.2,27,7,F.32.G,F.32.G,1.208997995,filler,filler,filler,filler
A344PJ1S7Q9O4C,1.1,34,7,F.32.G,F.32.G,1.591720739,filler,filler,filler,filler
A35R4APHZXD833,1.4,28,7,F.32.G,F.32.G,0.839064316,filler,filler,filler,filler
A37FR57D4F0Q87,1.1,34,6,F.32.G,F.32.G,0.871454875,filler,filler,filler,filler
A37I58C4258IPX,1.3,29,7,F.32.G,F.32.G,1.5770171,filler,filler,filler,filler
A3CQZVJVN8AVQ8,1.1,34,7,F.32.G,F.32.G,1.488227847,filler,filler,filler,filler
A3EYWJCIO1MG9W,1.4,28,7,F.32.G,F.32.G,1.878582029,filler,filler,filler,filler
A3G7NL91BRY9JL,1.3,29,7,F.32.G,F.32.G,1.044798817,filler,filler,filler,filler
A3HN5JC841NDWK,1.3,29,7,F.32.G,F.32.G,1.075405069,filler,filler,filler,filler
A3IVKWYOH27D61,1.1,34,7,F.32.G,F.32.G,1.267277756,filler,filler,filler,filler
A3JFM7PRPF0G5H,1.3,29,7,F.32.G,F.32.G,1.184573042,filler,filler,filler,filler
A3KCUB6P3IE8NL,1.2,27,7,F.32.G,F.32.G,1.350997273,filler,filler,filler,filler
A3V33XEK4JWVH8,1.4,28,7,F.32.G,F.32.G,1.184210054,filler,filler,filler,filler
A9T5V1H64MQBM,1.1,34,7,F.32.G,F.32.G,1.847565986,filler,filler,filler,filler
ACFBUSLSNUGRU,1.3,29,7,F.32.G,F.32.G,1.481002667,filler,filler,filler,filler
AD8VVYGP4LRKG,1.2,27,7,F.32.G,F.32.G,1.236122542,filler,filler,filler,filler
AD8ZUKPJT9E6,1.3,29,7,F.32.G,F.32.G,1.820467677,filler,filler,filler,filler
ALUJFL3QDRROH,1.1,34,7,F.32.G,F.32.G,1.095755377,filler,filler,filler,filler
AMN2BRHBYE4G1,1.3,29,7,F.32.G,F.32.G,1.021420435,filler,filler,filler,filler
AND6DQZ62U6VV,1.3,29,7,F.32.G,F.32.G,1.120854127,filler,filler,filler,filler
APGX2WZ59OWDN,1.4,28,7,F.32.G,F.32.G,1.474496955,filler,filler,filler,filler
AQC0SZA1E9QO7,1.1,34,7,F.32.G,F.32.G,0.995234592,filler,filler,filler,filler
AUN8AE8UCO3MD,1.4,28,7,F.32.G,F.32.G,1.536109094,filler,filler,filler,filler
A11NPNK8885N99,2.3,32,7,F.32.G,F.32.G,1.259944219,filler,filler,filler,filler
A15BW2CIPHVPG4,2.3,32,7,F.32.G,F.32.G,1.217287866,filler,filler,filler,filler
A15NQQ77E3QJ3V,2.1,13,6,F.32.G,F.32.G,1.229439179,filler,filler,filler,filler
A19P3BIPW6UMQ9,2.4,24,6,F.32.G,F.32.G,1.588625978,filler,filler,filler,filler
A1BNQ6H4SJZ2X5,2.4,24,7,F.32.G,F.32.G,1.437021691,filler,filler,filler,filler
A1ET164AZEK2LI,2.1,13,7,F.32.G,F.32.G,1.314894637,filler,filler,filler,filler
A1F8MOWCCVDIH2,2.1,13,7,F.32.G,F.32.G,1.311780907,filler,filler,filler,filler
A1FGN2JF4LCF9B,2.3,32,7,F.32.G,F.32.G,1.328982259,filler,filler,filler,filler
A1HAVPMOU2M5PY,2.1,13,7,F.32.G,F.32.G,1.378671569,filler,filler,filler,filler
A1J98D0GPAKZN4,2.2,20,3,F.32.G,F.32.G,0.048889207,filler,filler,filler,filler
A1Q8L9UA8SAPIQ,2.3,32,7,F.32.G,F.32.G,1.763458928,filler,filler,filler,filler
A1SFABJ4NX5DFY,2.4,24,7,F.32.G,F.32.G,1.503682403,filler,filler,filler,filler
A1T2F28RSW49J,2.1,13,7,F.32.G,F.32.G,1.445767945,filler,filler,filler,filler
A1WP410YX2JBKI,2.1,13,7,F.32.G,F.32.G,1.56358508,filler,filler,filler,filler
A1XIFPI36695GY,2.1,13,7,F.32.G,F.32.G,1.488284543,filler,filler,filler,filler
A208YGD0HZC8H0,2.3,32,6,F.32.G,F.32.G,1.28458515,filler,filler,filler,filler
A233ONYNWKDIYF,2.3,32,7,F.32.G,F.32.G,1.993448119,filler,filler,filler,filler
A24WNVISY6M620,2.3,32,6,F.32.G,F.32.G,1.715871377,filler,filler,filler,filler
A25CAT0W9W97Z8,2.1,13,7,F.32.G,F.32.G,1.442593381,filler,filler,filler,filler
A2A07J1P6YEW6Z,2.3,32,7,F.32.G,F.32.G,2.064267358,filler,filler,filler,filler
A2CAN3PX6U6W72,2.2,20,7,F.32.G,F.32.G,1.943573071,filler,filler,filler,filler
A2E3TO92MCQ9XU,2.4,24,7,F.32.G,F.32.G,1.863272711,filler,filler,filler,filler
A2FOOH1EVIHX61,2.2,20,7,F.32.G,F.32.G,1.563811026,filler,filler,filler,filler
A2IGLJGPDP2EWF,2.2,20,7,F.32.G,F.32.G,1.389656395,filler,filler,filler,filler
A2Y0ZGI29KQBTB,2.2,20,7,F.32.G,F.32.G,1.097021531,filler,filler,filler,filler
A2YYQJ3JWA2KGD,2.4,24,7,F.32.G,F.32.G,1.410325683,filler,filler,filler,filler
A35N6YG5PP56QP,2.4,24,7,F.32.G,F.32.G,1.50463561,filler,filler,filler,filler
A35Z1QH3JQEZG6,2.4,24,7,F.32.G,F.32.G,1.721582206,filler,filler,filler,filler
A36SM7QM8OK3H6,2.1,13,7,F.32.G,F.32.G,1.245751667,filler,filler,filler,filler
A37WXDYYT7RCZ0,2.2,20,7,F.32.G,F.32.G,1.969235331,filler,filler,filler,filler
A3A4ELRGUYNNS8,2.1,13,7,F.32.G,F.32.G,1.242495723,filler,filler,filler,filler
A3C88E6J3G8PRR,2.1,13,7,F.32.G,F.32.G,1.421122229,filler,filler,filler,filler
A3EJ44J2ZNRMDA,2.4,24,7,F.32.G,F.32.G,1.234341762,filler,filler,filler,filler
A3G9MSZVWB7W42,2.3,32,6,F.32.G,F.32.G,1.369287259,filler,filler,filler,filler
A3HOZA7QXYKN5Y,2.2,20,7,F.32.G,F.32.G,2.39316058,filler,filler,filler,filler
A3IAP88BTRWWCR,2.3,32,4,F.32.G,F.32.G,0.035124426,filler,filler,filler,filler
A3JZS32RQUWGJM,2.4,24,7,F.32.G,F.32.G,1.495496815,filler,filler,filler,filler
A3KCUB6P3IE8NL,2.2,20,7,F.32.G,F.32.G,1.303890729,filler,filler,filler,filler
A3LBJ8DCJB86TD,2.2,20,7,F.32.G,F.32.G,2.109111605,filler,filler,filler,filler
A3MZ9RQJX9T656,2.4,24,7,F.32.G,F.32.G,1.90640426,filler,filler,filler,filler
A3Q45OPFL3R49,2.4,24,7,F.32.G,F.32.G,1.331591048,filler,filler,filler,filler
A3RLCGRXA34GC0,2.3,32,7,F.32.G,F.32.G,1.821927851,filler,filler,filler,filler
A3S5L3I8O3Q2G,2.2,20,7,F.32.G,F.32.G,1.488707631,filler,filler,filler,filler
A3T3JF9YX6ICL7,2.4,24,7,F.32.G,F.32.G,1.416264946,filler,filler,filler,filler
A9AYICE1E4D87,2.3,32,7,F.32.G,F.32.G,1.104276532,filler,filler,filler,filler
AD317NO9623GZ,2.2,20,7,F.32.G,F.32.G,0.975150885,filler,filler,filler,filler
ADQKTG5B8ZW1G,2.3,32,6,F.32.G,F.32.G,1.129807535,filler,filler,filler,filler
AGST3CO6UUSF8,2.1,13,7,F.32.G,F.32.G,1.399404635,filler,filler,filler,filler
AIR4UQNPIMFCJ,2.4,24,7,F.32.G,F.32.G,1.077640013,filler,filler,filler,filler
AJVHIAAVCY4HI,2.2,20,6,F.32.G,F.32.G,0.905274114,filler,filler,filler,filler
AKG7VBOY97HKA,2.4,24,7,F.32.G,F.32.G,1.069225534,filler,filler,filler,filler
AO7FM98CP90CL,2.3,32,7,F.32.G,F.32.G,1.361268064,filler,filler,filler,filler
APGX2WZ59OWDN,2.1,13,7,F.32.G,F.32.G,1.479598939,filler,filler,filler,filler
APWXTMJO1I1ST,2.1,13,7,F.32.G,F.32.G,2.504950719,filler,filler,filler,filler
AYG3MF094634L,2.2,20,7,F.32.G,F.32.G,1.212204339,filler,filler,filler,filler
A1159C6RKPZURE,3.3,54,7,F.32.G,F.32.G,1.691616195,filler,filler,filler,filler
A13E3C65NKK51I,3.3,54,7,F.32.G,F.32.G,1.988476663,filler,filler,filler,filler
A1650FELH3UL2F,3.1,41,7,F.32.G,F.32.G,1.47746839,filler,filler,filler,filler
A18ACKRAVMM8D8,3.3,54,7,F.32.G,F.32.G,1.33139887,filler,filler,filler,filler
A19P3BIPW6UMQ9,3.4,7,6,F.32.G,F.32.G,1.739632088,filler,filler,filler,filler
A1A7O3TW2O0TPM,3.3,54,7,F.32.G,F.32.G,1.495399971,filler,filler,filler,filler
A1D6R2BC4CW1L3,3.1,41,7,F.32.G,F.32.G,1.471063448,filler,filler,filler,filler
A1EWQ6YCM8CO0E,3.1,41,7,F.32.G,F.32.G,1.355781611,filler,filler,filler,filler
A1NK6UXWXKFMC7,3.3,54,7,F.32.G,F.32.G,1.016349858,filler,filler,filler,filler
A1PV8FC3TVZ4Y4,3.1,41,7,F.32.G,F.32.G,1.214807343,filler,filler,filler,filler
A1R7CJMWXC79UO,3.4,7,7,F.32.G,F.32.G,1.53865958,filler,filler,filler,filler
A1WP410YX2JBKI,3.3,54,7,F.32.G,F.32.G,1.56358508,filler,filler,filler,filler
A1YZJ7OO7Q2D89,3.1,41,7,F.32.G,F.32.G,1.651657059,filler,filler,filler,filler
A1ZM09IY4FG9O4,3.1,41,7,F.32.G,F.32.G,1.076182366,filler,filler,filler,filler
A231ZXYHPSNUJQ,3.3,54,7,F.32.G,F.32.G,1.743361379,filler,filler,filler,filler
A24853ZOYPYMX5,3.1,41,7,F.32.G,F.32.G,1.009443119,filler,filler,filler,filler
A28GQ44QN9DIH1,3.3,54,7,F.32.G,F.32.G,1.509940123,filler,filler,filler,filler
A28JXW5YZJDNK4,3.4,7,7,F.32.G,F.32.G,1.174933277,filler,filler,filler,filler
A2AOII8TNC874D,3.1,41,7,F.32.G,F.32.G,1.357629405,filler,filler,filler,filler
A2HBQP668JPNYH,3.2,9,7,F.32.G,F.32.G,1.170294155,filler,filler,filler,filler
A2J7PEUIO2WVUN,3.3,54,7,F.32.G,F.32.G,1.026263369,filler,filler,filler,filler
A2NVNTNQ6KH6JR,3.4,7,7,F.32.G,F.32.G,1.100206015,filler,filler,filler,filler
A2OZTBCBOCHF9E,3.4,7,7,F.32.G,F.32.G,1.526660567,filler,filler,filler,filler
A2RDTTBASNV2XF,3.2,9,7,F.32.G,F.32.G,1.349357055,filler,filler,filler,filler
A2SHOFSQGLTOCE,3.2,9,7,F.32.G,F.32.G,1.70782873,filler,filler,filler,filler
A2ULSKF43PA60E,3.1,41,7,F.32.G,F.32.G,1.300597146,filler,filler,filler,filler
A2Z70GL7HTFFQR,3.1,41,7,F.32.G,F.32.G,1.398434415,filler,filler,filler,filler
A3209D1227UCYP,3.1,41,7,F.32.G,F.32.G,1.326609291,filler,filler,filler,filler
A32YLOYZB8WIAR,3.4,7,7,F.32.G,F.32.G,1.513028688,filler,filler,filler,filler
A36SM7QM8OK3H6,3.2,9,7,F.32.G,F.32.G,1.178178505,filler,filler,filler,filler
